,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Code
56,-1.4267532,-2.6016972,-1.4923509,0.23767237,0.07862465,-0.032592233,0.02694113,0.18860897,0.84878105,-0.25215542,-0.020330897,-0.86089265,0.17334192,-0.104874045,-0.39677542,-0.112043574,0515
57,-0.7484254,-1.8990145,3.0858898,-0.14700021,-0.2603037,-0.3214724,-0.018907854,0.3379365,-0.44763395,0.5770152,0.23741393,-0.11407545,0.43647024,-0.18406047,-0.5734906,-0.44555873,02ab
58,-5.086363,0.48224282,-0.9141268,-1.4785417,-0.62090594,0.65924203,0.3686516,-0.05221865,-0.89332896,-0.22207257,-0.010056712,-0.29563773,-0.17874335,-0.3766073,0.28154275,0.29225346,02b8
59,-0.5994968,-5.017021,-2.7330697,1.8521872,1.7245398,0.7048101,-0.09475931,-0.7105058,0.6048245,-0.3416778,-0.68124914,0.122880325,0.30167487,-0.6666065,-0.58590335,0.26955283,11c6
60,2.9712846,-2.568003,-4.319622,2.1184514,1.608145,-0.53982544,-0.9820102,0.56490266,0.6932507,-0.17694363,0.622773,0.065336116,0.13697535,0.76974475,-0.5971753,-0.36988,163a
61,-3.01447,-3.6232493,0.48844507,0.0718073,0.8861086,0.15055516,-0.022163864,0.84445626,0.8473582,-0.6062275,-0.63204277,0.3741111,0.18667486,0.19882366,-0.5321017,-0.37082008,2302
62,6.439624,0.45855755,1.5744973,-0.66204053,0.55529255,1.1977066,0.83004594,-1.1156505,-0.40454623,-0.8801288,0.28185004,0.12669496,0.42772853,0.27708313,0.22750822,-0.12729813,a3b7
63,7.876115,-5.2547364,-2.0901482,-4.372244,0.18568249,0.77895886,-0.00096235675,0.1790916,0.69315475,-0.023293825,-0.2821262,-0.07224433,-0.0677647,-1.5925503,0.022194313,-0.46735892,23e9
64,17.654102,0.39353818,0.8076533,4.809859,2.3318539,0.2081123,-0.8926006,1.255247,0.43601817,0.85582787,-0.72801805,-0.53696626,-0.4688896,0.5493966,1.0286095,-0.028687846,23fc
65,-1.7957033,0.81352574,1.0242356,-2.3637547,0.14990853,-0.8391266,-0.5155185,-0.6643132,-0.35260957,0.3442433,-0.2228156,-0.35083452,0.78497005,0.43377924,0.43123162,0.6354772,a4d1
66,2.6111982,-1.3207885,0.71486294,-2.4887784,1.7622188,-1.0613393,-0.47992536,-0.09619073,-0.27503386,-0.87528175,-0.7674863,0.13852982,0.34290984,0.113904774,0.30836016,-0.10568366,a34f
67,7.3368464,2.785654,0.5177671,3.9505153,2.581654,2.0574446,-0.46075118,0.74319965,-0.7203043,0.91697544,-0.52804554,-0.27986586,-0.19998372,-0.2652405,-0.9736155,-0.44665638,2464
68,-0.71639663,5.0635815,2.3790662,0.5647133,2.024085,-0.27859184,-0.4024888,1.3950386,-0.9124987,0.12555557,1.330051,-0.8577419,-0.5617166,-0.66906244,-0.42711535,0.2802016,16e0
69,-3.2369878,-2.5418787,-0.06994645,-0.15168118,0.76647466,0.040009253,0.5955341,0.7047547,1.1081876,-0.21044801,-0.6582991,-0.49875623,-0.2990321,-0.10810358,-0.31996748,-0.35863376,0273
70,-9.024781,-1.5020349,-0.81024325,3.4903214,2.101399,0.16038275,-0.01317493,0.50760657,-0.9832915,-0.4171888,0.7797636,0.7510325,-0.12381313,0.42406932,0.6072836,0.33319992,a4f9
71,-4.2771935,1.3890125,-0.7083967,0.52088785,-0.7740224,-0.4915311,-0.011110069,0.942168,-0.28881636,-0.06349436,0.37147573,0.07718479,0.33418465,0.38466242,-0.07784324,0.51337445,a4ec
72,-6.2118707,0.75041795,0.054827448,0.74788404,0.63390523,-0.14203748,0.013303079,-0.10780032,-0.86245275,0.65623975,1.1204368,-0.3693127,-0.5061281,0.23628797,-0.3534223,-0.124237604,2c92
73,8.012018,0.5660049,-4.125818,2.0590022,3.1459157,-0.36434132,-0.29312083,0.33724773,-2.391503,1.3214285,-1.7874472,0.9475436,-0.1906942,0.28474274,-0.7342803,0.10405453,247f
74,3.958886,-2.0232403,-0.3364316,-0.23326841,0.47166616,-1.5491219,0.019702438,0.040764783,0.33391178,-0.9363036,0.16622314,0.030142639,0.30702454,0.09771262,-0.057747565,0.3867215,a354
75,-1.0779216,10.307948,-0.77462566,0.64872086,1.3174644,-0.3637148,0.018883662,2.3115816,0.2649249,-1.0765738,0.82657886,-1.4450504,0.37398928,0.73044103,-0.1062415,-0.8354677,1145
76,0.45820984,1.5555352,2.265988,-3.227293,2.5367248,0.2450802,-0.27928364,-0.42295107,0.16579925,-0.052730087,1.2500683,-0.8184433,0.035099626,0.7187863,0.38945898,0.46982786,16db
77,-4.2532706,-2.0268102,0.9069683,0.89392567,-1.0250623,-0.42885837,-0.20093456,1.0050781,-0.10987072,0.7919769,-0.05746844,-0.24588908,0.066746525,-0.48677957,-0.75927496,-0.2406123,026a
78,-4.2536564,-2.6886213,-1.680915,1.6390771,-1.4482675,0.8586247,0.26594377,0.6881382,-0.5832593,-0.23969702,0.36181876,0.20416711,0.53018415,-0.1569534,-0.20122574,0.026383467,11bd
79,-1.6629765,-3.6110291,-2.3181472,0.4965075,1.9748497,0.72257316,1.4968092,-0.50587165,1.0483445,-0.27266687,-1.1272043,-0.12730777,-1.0845897,-0.94351107,-0.71190983,0.07769327,1623
80,1.8575656,1.6706809,1.4638053,-0.70322585,1.1604401,0.5115158,-1.8955597,-0.07744616,-0.107280016,0.00012287822,0.44839534,-0.35576883,0.90721333,0.20280793,-0.16084899,0.30924082,a432
81,2.7943501,-0.23394988,2.421534,-0.4239265,-1.0908769,1.219384,-0.18942474,-0.80220175,0.16617379,0.006859631,0.8704353,0.3426143,0.41242987,0.13170084,0.09350023,-0.29513425,a3ce
82,4.6640854,-0.55991846,-2.0713568,3.5562077,1.7102066,-1.2317969,-0.2854473,-0.52202606,-0.4290896,0.57223266,0.09855089,0.12699765,0.100121334,0.5809632,-0.5250152,0.5646485,24a7
83,0.87298137,0.033911593,0.28289098,-0.5960668,0.78300273,-0.2918609,0.22121918,-0.47153395,-0.32052648,-1.0317478,-0.47038683,-0.2693547,-0.033651635,-0.00916317,0.1572191,-0.10654282,a426
84,-7.618906,-0.08389211,-1.9527062,-0.19662268,0.6607005,1.0421532,0.09314644,0.24465045,-0.84068006,-0.1475372,0.5491896,-0.33761486,-0.5996131,-0.30262205,-0.1430952,0.14340542,230d
85,0.56628937,-3.1641576,1.0163405,-0.24707343,-2.0155818,-0.16439469,-0.47208333,0.5418609,-0.91976935,0.42630973,0.58167386,-0.30791792,-0.10998999,0.3095857,-0.32506397,0.20427184,a3ba
86,-0.6923915,-2.8530982,0.9406336,-1.5946397,-0.7342038,0.2255251,0.3234786,0.5790423,-0.2463824,-0.77314365,-1.1452398,-0.016896045,0.49417293,0.2597602,0.020247435,-0.00067733764,051c
87,-1.85181,-3.0192404,-1.1047641,2.1867259,-2.4386587,0.24848017,0.15910053,0.8886848,0.31506336,0.6077274,-0.14970902,-0.58072263,0.779038,-1.1421019,0.36355084,-0.10918691,0529
88,1.0136697,-2.4416285,0.50123715,0.80118537,-1.2581398,-0.37735975,0.3405728,0.13756901,0.9874418,0.40401313,-0.0854351,-0.32393217,-0.11271443,-0.09180883,0.7673648,-0.37963584,02a4
89,4.0014033,1.9767147,0.89268976,0.87428033,0.35511222,0.61469775,0.93710995,-0.42240617,-0.9067494,-1.1423651,1.155328,-0.7779554,2.3099816,-0.27381176,0.55065745,-0.24921754,1637
90,-0.54462385,9.276551,-0.49188203,-1.3869804,0.035788015,-0.93580306,0.80402035,1.097003,1.3457185,0.2827609,0.43023717,-0.19545354,1.5064253,0.30525783,-0.007459956,0.68711495,1151
91,2.4477987,-0.020609736,5.4705377,-0.034435842,0.7124473,0.7362414,-0.43751952,-0.17940009,-0.792169,0.313894,0.920536,-0.46581098,0.30244678,0.15909192,-0.26465067,-0.02904339,16ef
92,-1.4414912,-3.056309,-0.003616732,-1.9716479,0.3819441,0.035221938,0.58560365,1.3460226,0.9755475,-0.575715,-0.40249586,0.22007823,-0.34014618,-0.005384938,-0.33240375,-0.13296603,0e91
93,-4.586482,-0.46257088,-0.8431278,-1.5802283,1.0168258,0.32450348,-0.7936124,0.009326599,0.48323134,0.16161416,0.01733867,-0.4749062,0.37225017,0.1528604,0.091354474,0.34761956,027e
94,2.632161,-1.9466592,2.4722674,-4.7789464,-0.32566518,0.79896504,-0.267045,-0.17385195,-1.3301376,0.741491,1.043945,-1.5663642,0.11273072,-0.008926378,0.217508,-0.099175,23f5
95,-1.1581944,-3.9368272,0.7629201,1.453269,0.035590008,-0.06908556,-0.2336633,-0.7301153,-0.09935189,0.45275122,-0.9541862,-0.4557198,0.70938,0.42771533,-0.5311548,-0.4850755,2c86
96,3.0012653,-1.6063046,-0.859677,-0.81157947,1.7024168,-0.9741652,0.050113138,-0.41118065,0.27260044,-0.7471533,-0.12723228,-0.70926565,0.11450102,0.21220526,-0.004789104,0.02638299,a340
97,8.917423,1.560504,-0.7468643,3.0989158,2.4688904,2.4974246,-0.27691162,0.78396696,-1.0087829,0.29092938,-0.75845164,0.05253198,0.24610707,-0.09549169,-0.5893571,-0.04445758,246b
98,4.543863,-0.94121784,-2.0829754,1.951585,0.67903197,-1.1373634,0.19461083,0.6210417,-0.32715213,0.68025506,-1.2148085,0.17079137,-0.5875894,0.11218135,0.8454305,-0.5253773,aa11
99,7.7701263,-4.4483843,-5.745407,0.79762495,1.3677716,0.2655674,0.32308647,-0.5232453,1.5522794,1.7511092,-0.2019226,0.25059807,-0.21522313,-0.308791,-0.77728236,0.32307035,ff4d
100,-1.2300932,-2.2516906,2.5140495,-0.22466487,-0.16054715,-0.6008582,0.3483663,0.12690969,-0.24956082,0.2754473,0.095893376,0.1767269,-0.045429427,0.2584786,-0.26936445,-0.8460435,2ac4
101,-3.2954104,-1.341016,1.8819531,1.0698186,0.07531604,-0.5547873,-0.08041981,0.39705387,-0.21485582,0.039982468,0.03553844,0.09304636,-0.2377576,0.350179,-0.7057842,-0.15254784,28c2
102,3.4499989,6.29516,-2.1429539,-0.018071162,-1.6248794,-1.1674646,1.212398,2.0943255,-0.75596786,-0.45908296,-0.7636923,-0.14159203,-0.37063268,0.698601,-0.17252012,0.022925468,a817
103,5.0328283,5.121145,-2.1254852,1.5732578,-1.7748437,-0.6315667,0.7868269,1.3013886,-2.012823,-1.4181538,0.07845371,-1.0640379,-0.52315325,-0.2406084,0.14695728,-0.68653214,0918
104,5.191416,4.866621,-1.1905358,0.5459475,-0.9189,-0.23056644,1.1716723,1.6533598,-1.0626862,-1.2367923,-0.34510875,-0.12914047,-0.6159801,-0.3472704,-0.05242686,0.2878868,092b
105,-2.1018865,-2.8138282,-0.31383005,-1.9475459,-0.26467994,0.7369699,-0.38369307,0.36441174,-0.12397374,-0.2799167,-0.09180297,-0.24845038,-0.36751363,-0.03541146,-0.2097494,0.16156913,1c00
106,-2.3872604,-5.1539326,0.90164113,0.020378191,0.45374486,0.52479404,-0.73030275,1.7044145,0.5408567,0.33194923,-0.103156984,-0.2671736,0.22761285,0.12684008,0.11009333,-0.064898536,1d66
107,4.5385876,-1.759115,-0.058661155,-2.3279462,0.3431039,-0.8344935,0.43989307,-0.46486926,0.05177641,-1.3403939,-0.61284316,-0.20695688,0.08658999,-0.1272014,0.20907407,0.19563843,1cfa
108,8.236132,-5.212244,1.6438113,-1.4519348,1.1571686,-1.618237,-0.10099204,0.35353592,0.73457843,0.27409437,0.6230721,0.49088097,0.007455255,0.038638227,1.2607214,0.17336872,138b
109,-1.8218201,-0.3788016,2.5846357,0.55531,-1.1476065,-0.13974684,-1.3038968,-0.9018457,-0.44917318,0.16268481,-0.367001,0.35851777,0.41144,-0.39107448,-0.14249703,1.1313995,285c
110,-1.628985,0.40092146,2.8445752,0.29081905,-1.1270144,-1.3803357,0.013431441,-0.6901415,-0.68064797,0.09721014,-0.63450193,0.5164065,0.34771305,-0.22987133,0.059592877,0.20351166,2869
111,5.2102227,-0.9871577,-0.051727124,0.29599953,-2.1651444,-0.26735076,0.3694055,-0.41701424,0.4552754,-0.4996707,1.2265851,0.8478486,-0.78988796,0.15345673,-0.04309122,0.22694181,a19c
112,2.5117955,4.07132,2.5960896,0.66398585,1.6227335,1.8916427,0.81924635,-0.7359537,-0.75189555,-1.1414202,-0.5001458,-1.2252941,0.32450774,-0.5381721,-0.04345137,0.04254147,2a5e
113,-7.087082,-2.3642573,-0.66027546,1.317017,1.3970093,0.730977,-0.57291394,0.1547715,-1.3648456,-0.17551503,0.24647017,0.115742095,0.16852288,0.8158175,-0.37037626,0.23885305,ffb5
114,-3.4853206,9.239189,-1.6450465,1.9234048,2.152414,-2.287023,-0.35475823,2.3124094,-0.5195858,-0.6173451,0.3197001,-0.8881255,-0.47879493,-1.3144213,-0.27184457,-0.8648655,a8fb
115,-4.775809,-4.306566,-0.73864675,0.79971933,2.468044,0.8208047,-0.7808745,-0.14351092,-0.5925658,-1.238593,-0.56627756,0.85070336,0.53390837,1.381227,-0.14156476,0.027420985,2a4a
116,-2.1681468,-3.108781,-0.91727114,-1.06994,-0.116810165,0.9955756,-0.760227,-0.09700462,-0.2812446,0.20992969,0.47788325,-0.7637414,0.20695813,0.17991027,-0.16959243,0.048180036,1d72
117,-1.0168037,-1.033078,-0.9517667,1.3288394,-0.72552955,0.096483916,0.8365265,-0.77089316,-0.86062324,-0.06599724,0.99547476,-0.07352734,0.59983295,-0.12373207,-0.069265105,-0.06732165,09e7
118,-1.7420945,0.3557369,-1.949463,-0.8503288,-1.6977963,0.026767606,0.7772425,-0.32171136,-0.04683506,-0.70012367,0.21907012,0.042433046,-0.10605721,-0.33103976,0.3406984,-0.09987268,1dac
119,-4.532605,1.7829131,-0.9092605,-2.5345767,-0.015401177,0.22874463,0.38474151,-0.16314572,-0.3216422,-0.08219697,-0.10316072,-0.43124408,-0.07181806,0.20981653,0.16106082,0.60358006,1db9
120,-1.9857997,-0.67643034,-3.0753872,0.18596514,-0.9281715,0.48921907,0.2677845,-0.17595747,0.85942966,-0.40733245,0.7468805,-0.31247658,0.090361856,-0.28114498,-0.025280919,-0.12132979,1c14
121,-0.07632445,-0.3105403,-0.9400776,-0.47944382,-1.7918929,-0.3100415,1.8309168,-0.5599948,-0.21676554,-0.46183833,0.2995163,0.4824746,-0.29593515,0.32657173,0.3632525,0.22787745,aa05
122,-0.55741686,-1.1625332,0.025013793,2.4813762,-0.1953775,-0.42660868,0.44919556,-0.41643488,0.5674218,0.10181447,-0.049601898,-0.39112237,1.0269576,0.007591346,-0.41705182,-0.124560826,2ab0
123,-1.5013846,-1.8114425,1.836497,-0.5601948,-2.2611432,0.36942568,0.38484395,0.4382946,-0.21530677,-0.02954719,-0.9788969,0.25569925,-0.03235814,-0.33274102,-0.31296456,-0.36024344,28b6
124,4.08948,2.8454995,-1.0838377,0.36721763,1.3718901,-1.3569647,-0.4881444,1.028667,-1.3369092,-0.8322613,-0.44867283,0.2197994,-0.049257692,-0.50010675,-0.1506891,-0.7092022,a803
125,-4.3218803,-0.2132671,-1.9424213,-2.5845404,0.30819345,1.0165282,0.14749123,-0.19045343,-0.10823864,-0.7399521,-0.45291173,-0.28317514,-0.5445239,-0.24279802,0.4491364,-0.048330016,1c0f
126,3.6751053,5.421304,-1.711393,1.2651058,-0.33460125,-0.47018984,-0.5641731,1.5767244,-0.64645606,-0.69323045,-0.5496964,-0.7425918,0.2554623,-0.08586335,-0.18180512,-0.5702659,0924
